time,open,high,low,close,EMA_9,EMA_21,EMA_50,RSI_9,RSI_14,RSI_21,WILLR_15,WILLR_23,WILLR_42,WILLR_145,SAR,BB_upper,BB_middle,BB_lower,BB_width,MACD,MACD_signal,MACD_hist,CCI_14,rolling_mean_open,rolling_std_open,rolling_mean_close,rolling_std_close,rolling_mean_high,rolling_std_high,rolling_mean_low,rolling_std_low,open_lag_1,close_lag_1,high_lag_1,low_lag_1,open_lag_2,close_lag_2,high_lag_2,low_lag_2,open_lag_3,close_lag_3,high_lag_3,low_lag_3,open_lag_4,close_lag_4,high_lag_4,low_lag_4,open_lag_5,close_lag_5,high_lag_5,low_lag_5,b_flag,s_flag
2010-08-06,1.01703,1.03048,1.01461,1.02718,1.0268381035390888,1.0329351923311345,1.036273348732363,44.98013792687304,45.035039181375396,46.30774160114075,-65.49634273772196,-66.84738955823293,-70.9790824397961,-62.90550070521863,1.04301999054127,1.0557124534583684,1.0347634999999995,1.0138145465416306,0.04189790691673778,-0.005409207193461052,-0.003540177107596603,-0.001869030085864449,-70.73805894308829,1.022236,0.004723164193643065,1.021936,0.004259498796800338,1.02655,0.004660933382907809,1.016746,0.004497458171015904,1.01804,1.01708,1.01864,1.01067,1.02399,1.01803,1.02698,1.01624,1.02359,1.02385,1.02723,1.02187,1.02853,1.02354,1.02942,1.02034,1.0355,1.02945,1.03743,1.02633,0,0
2010-08-09,1.02696,1.02985,1.02557,1.02744,1.026958482831271,1.0324356293919406,1.0359269428997213,45.315077745221025,45.22917449140464,46.424406056657595,-64.95297805642639,-64.95297805642639,-70.52206011601349,-62.623413258110105,1.039784991487143,1.055481030609392,1.0343109999999993,1.0131409693906066,0.04234006121878542,-0.005120867845370025,-0.003856315255151287,-0.001264552590218738,-29.449245003054433,1.021922,0.004226164928172509,1.022716,0.004930834614945202,1.0266359999999999,0.004730573960937974,1.017792,0.005924189396030217,1.01703,1.02718,1.03048,1.01461,1.01804,1.01708,1.01864,1.01067,1.02399,1.01803,1.02698,1.01624,1.02359,1.02385,1.02723,1.02187,1.02853,1.02354,1.02942,1.02034,0,0
2010-08-10,1.02735,1.03876,1.02702,1.03031,1.0276287862650169,1.0322423903563096,1.035706670629144,49.1585708342379,47.43615729898492,47.740509147165724,-50.366439221632426,-58.9550679205849,-65.47723677271917,-59.50960182271881,1.01067,1.0554726334088596,1.0342829999999994,1.0130933665911392,0.04237926681772031,-0.004607657611448435,-0.0040065837264107165,-0.0006010738850377182,26.007351016740294,1.0226739999999999,0.00488096609290715,1.0240079999999998,0.006026795997869764,1.028942,0.007238157224038951,1.0188220000000001,0.007134519605413958,1.02696,1.02744,1.02985,1.02557,1.01703,1.02718,1.03048,1.01461,1.01804,1.01708,1.01864,1.01067,1.02399,1.01803,1.02698,1.01624,1.02359,1.02385,1.02723,1.02187,0,0
2010-08-11,1.03032,1.04792,1.03022,1.04671,1.0314450290120134,1.0335576275966452,1.0361381737417266,64.98108932067534,57.88046900437702,54.45367673667,-8.920899671468344,-24.68129571577824,-36.649674811038835,-41.716393620483814,1.0112318,1.0568532680808866,1.0350224999999995,1.0131917319191124,0.04366153616177426,-0.002844798794427783,-0.0037742267400141297,0.0009294279455863467,131.8130879206707,1.02394,0.006000229162298621,1.029744,0.010728757150757332,1.03313,0.010933686478032686,1.021618,0.008481819969796186,1.02735,1.03031,1.03876,1.02702,1.02696,1.02744,1.02985,1.02557,1.01703,1.02718,1.03048,1.01461,1.01804,1.01708,1.01864,1.01067,1.02399,1.01803,1.02698,1.01624,0,0
2010-08-12,1.04772,1.04934,1.0419,1.04233,1.0336220232096107,1.0343551159969502,1.0363809904577372,59.424524771922506,54.751483477900656,52.56028874294327,-18.12774760796474,-33.834900731452336,-44.34874318860966,-46.4684821525442,1.012699328,1.0572354026022421,1.0352174999999995,1.0131995973977568,0.044035805204485357,-0.001780623951526339,-0.0033755061823165715,0.0015948822307902326,148.53338418025157,1.0298760000000002,0.011163656659000761,1.0347940000000002,0.00909591831537175,1.03927,0.00925321565726888,1.0278639999999999,0.009800552535445572,1.03032,1.04671,1.04792,1.03022,1.02735,1.03031,1.03876,1.02702,1.02696,1.02744,1.02985,1.02557,1.01703,1.02718,1.03048,1.01461,1.01804,1.01708,1.01864,1.01067,0,0
2010-08-13,1.04268,1.04376,1.03487,1.0417,1.0352376185676886,1.0350228327245001,1.0365895790672377,58.61349654905514,54.296812773636894,52.28571990849823,-19.756917507111126,-35.15151515151484,-45.45614343469845,-47.15200173592264,1.01489776832,1.054050457712065,1.0343994999999995,1.0147485422879339,0.039301915424131195,-0.0009768331321415857,-0.0028957715722815742,0.0019189384401399885,92.06804891015491,1.035006,0.009563565234786272,1.037698,0.008344109898599655,1.041926,0.00790746988612231,1.031916,0.006624298453423176,1.04772,1.04233,1.04934,1.0419,1.03032,1.04671,1.04792,1.03022,1.02735,1.03031,1.03876,1.02702,1.02696,1.02744,1.02985,1.02557,1.01703,1.02718,1.03048,1.01461,0,0
2010-08-16,1.04139,1.04641,1.03705,1.04294,1.036778094854151,1.035742575204091,1.036838615182248,59.82753485740089,55.08737371187479,52.7953426293811,-16.550297388156103,-32.56008359456624,-43.276498505888625,-45.80666160355863,1.0169643022208,1.0516512774329547,1.0338179999999995,1.0159847225670442,0.03566655486591053,-0.00023703310975031755,-0.0023640238797753227,0.002126990770025005,97.40851533768583,1.0378919999999998,0.008663421379569984,1.0407980000000001,0.006178565367453916,1.045238,0.004169594704517072,1.0342120000000001,0.0058149264827701864,1.04268,1.0417,1.04376,1.03487,1.04772,1.04233,1.04934,1.0419,1.03032,1.04671,1.04792,1.03022,1.02735,1.03031,1.03876,1.02702,1.02696,1.02744,1.02985,1.02557,0,0
2010-08-17,1.04289,1.04366,1.03079,1.03281,1.0359844758833208,1.0354759774582645,1.0366806302731402,47.12327420856825,47.81137604731319,48.36433323578783,-42.74631497284702,-53.73040752351082,-61.082791351731395,-56.797222523597675,1.018906844087552,1.0506880541349457,1.0333239999999995,1.0159599458650532,0.03472810826989248,-0.00046280764366324334,-0.001983780632552907,0.0015209729888896635,39.90654105441296,1.041,0.00643753446592447,1.041298,0.005129782646457833,1.046218,0.002513248893352632,1.034966,0.004806145024863594,1.04139,1.04294,1.04641,1.03705,1.04268,1.0417,1.04376,1.03487,1.04772,1.04233,1.04934,1.0419,1.03032,1.04671,1.04792,1.03022,1.02735,1.03031,1.03876,1.02702,0,0
2010-08-18,1.03276,1.034,1.02698,1.02858,1.0345035807066567,1.034849070416604,1.036362958497723,42.84891012952502,45.13079424419609,46.64777625453099,-53.685027152831395,-62.57053291536027,-68.51819300404279,-61.38656829771068,1.020732833442299,1.04819676044202,1.0323024999999997,1.0164082395579794,0.031788520884040494,-0.0009718582597639802,-0.0017813961579951215,0.0008095378982311413,-10.215639054751668,1.041488,0.005440861145072671,1.0376720000000001,0.006557001601334911,1.043434,0.0057640072865960965,1.034318,0.005734724928017214,1.04289,1.03281,1.04366,1.03079,1.04139,1.04294,1.04641,1.03705,1.04268,1.0417,1.04376,1.03487,1.04772,1.04233,1.04934,1.0419,1.03032,1.04671,1.04792,1.03022,0,0
2010-08-19,1.02866,1.04132,1.02469,1.03974,1.0355508645653253,1.035293700378731,1.0364953914978123,54.971598311298884,52.670258176680996,51.423832106149995,-24.825446082233867,-39.247648902820934,-48.90138864475286,-49.278507106433615,1.022449263435761,1.0484705886251051,1.0324084999999996,1.0163464113748941,0.032124177250210995,-0.00046935537198233845,-0.001518988000792565,0.0010496326288102265,35.41039693350955,1.0376759999999998,0.006547421629923693,1.037154,0.006189004766512152,1.04183,0.004733370891862419,1.030876,0.005184667781066392,1.03276,1.02858,1.034,1.02698,1.04289,1.03281,1.04366,1.03079,1.04139,1.04294,1.04641,1.03705,1.04268,1.0417,1.04376,1.03487,1.04772,1.04233,1.04934,1.0419,0,0
2010-08-20,1.03954,1.05132,1.03817,1.04729,1.0378986916522603,1.0363842730715738,1.0369187094782903,61.23052192852049,56.97728023789478,54.3281083779087,-9.913899138991317,-9.913899138991317,-35.63016347336961,-41.08712162308767,1.0240627076296152,1.0502714046469697,1.0329869999999997,1.0157025953530296,0.03456880929394002,0.0005319714531684117,-0.0011087961100003697,0.0016407675631687814,107.64557164413333,1.037048,0.0060814776165005625,1.038272,0.007566998744542493,1.043342,0.0064133392238312995,1.0315360000000002,0.005970668304304564,1.02866,1.03974,1.04132,1.02469,1.03276,1.02858,1.034,1.02698,1.04289,1.03281,1.04366,1.03079,1.04139,1.04294,1.04641,1.03705,1.04268,1.0417,1.04376,1.03487,0,0
2010-08-23,1.04927,1.05286,1.04444,1.0516,1.0406389533218083,1.037767520974158,1.0374944463614946,64.40777023684244,59.25664957631158,55.908234603708486,-2.9864896894994506,-2.9864896894994506,-28.05413956758647,-36.410979711402696,1.02469,1.0530461549577925,1.0339674999999997,1.0148888450422069,0.038157309915585635,0.0016542420830936155,-0.0005561884713815727,0.002210430554475188,121.15384615384596,1.038624,0.008155411087123969,1.0400040000000002,0.009616185834305811,1.044632,0.007703617332132658,1.033014,0.008182024810523634,1.03954,1.04729,1.05132,1.03817,1.02866,1.03974,1.04132,1.02469,1.03276,1.02858,1.034,1.02698,1.04289,1.03281,1.04366,1.03079,1.04139,1.04294,1.04641,1.03705,0,0
2010-08-24,1.05166,1.06614,1.05166,1.06086,1.0446831626574467,1.0398668372492346,1.0384107425826123,70.29235323920791,63.705757829368835,59.10039640389385,-9.518658734451344,-9.518658734451344,-11.777113728247738,-26.364326787457987,1.0275070000000002,1.057664679873401,1.0352654999999995,1.012866320126598,0.04479835974680313,0.0032533516412047714,0.00020571955113569615,0.0030476320900690752,168.16405368570355,1.040378,0.010029941176296638,1.045614,0.012203920681481382,1.049128,0.012226631588460615,1.037188,0.011438945318516741,1.04927,1.0516,1.05286,1.04444,1.03954,1.04729,1.05132,1.03817,1.02866,1.03974,1.04132,1.02469,1.03276,1.02858,1.034,1.02698,1.04289,1.03281,1.04366,1.03079,0,0
2010-08-25,1.06085,1.06661,1.05737,1.05929,1.0476045301259573,1.0416325793174859,1.0392295369911373,68.14340710794558,62.46039947012868,58.34836826955292,-13.085448695030353,-13.085448695030353,-14.53682545262785,-28.06770098730593,1.03214296,1.0610276376410066,1.0363119999999995,1.0115963623589923,0.0494312752820143,0.00434389785748901,0.001033355212406359,0.003310542645082651,159.8671541402712,1.045996,0.012305061153847465,1.051756,0.008717765195270871,1.05565,0.010747599732030976,1.043266,0.01266685951607594,1.05166,1.06086,1.06614,1.05166,1.04927,1.0516,1.05286,1.04444,1.03954,1.04729,1.05132,1.03817,1.02866,1.03974,1.04132,1.02469,1.03276,1.02858,1.034,1.02698,0,0
2010-08-26,1.05933,1.06012,1.05208,1.05718,1.0495196241007658,1.0430459811977144,1.039933476716975,65.13281035422821,60.74181491580728,57.31913125586819,-18.13461538461546,-16.85734715766899,-18.245737387941706,-30.35694911576428,1.0369683456,1.0637229172489662,1.0373954999999995,1.0110680827510328,0.0526548344979334,0.004980492210902909,0.001822782612105669,0.00315770959879724,106.56507956940698,1.05213,0.008584681123948314,1.055244,0.0056613275828086345,1.05941,0.00717613405671585,1.048744,0.00748955472641702,1.06085,1.05929,1.06661,1.05737,1.05166,1.06086,1.06614,1.05166,1.04927,1.0516,1.05286,1.04444,1.03954,1.04729,1.05132,1.03817,1.02866,1.03974,1.04132,1.02469,0,0
