time,open,high,low,close,WILLR_15,WILLR_23,WILLR_42,WILLR_145,rolling_mean_open,rolling_std_open,rolling_mean_close,rolling_std_close,rolling_mean_high,rolling_std_high,rolling_mean_low,rolling_std_low,open_lag_1,close_lag_1,high_lag_1,low_lag_1,open_lag_2,close_lag_2,high_lag_2,low_lag_2,open_lag_3,close_lag_3,high_lag_3,low_lag_3,open_lag_4,close_lag_4,high_lag_4,low_lag_4,open_lag_5,close_lag_5,high_lag_5,low_lag_5,b_flag,s_flag
2010-07-23,1.0377,1.04311,1.03454,1.03572,-79.58010497375659,-78.7339268051436,-61.347205078469536,-53.64001301942064,1.048236,0.008098927706795862,1.0439219999999998,0.007870411043898302,1.051974,0.006393874412274204,1.039412,0.006606252341532832,1.04899,1.03762,1.05024,1.03545,1.04272,1.04901,1.05007,1.03506,1.05459,1.04269,1.05852,1.04218,1.05718,1.05457,1.05793,1.04983,1.03816,1.05806,1.05809,1.03779,0,0
2010-07-26,1.03779,1.03838,1.03023,1.03199,-88.90277430642342,-88.90277430642342,-66.32105165710061,-57.68688293370947,1.044358,0.007353568521468687,1.039406,0.006610501493829287,1.0480639999999999,0.0076877974739147596,1.035492,0.004286976790234852,1.0377,1.03572,1.04311,1.03454,1.04899,1.03762,1.05024,1.03545,1.04272,1.04901,1.05007,1.03506,1.05459,1.04269,1.05852,1.04218,1.05718,1.05457,1.05793,1.04983,0,0
2010-07-27,1.03203,1.03943,1.0255,1.0349,-73.11981698598836,-77.65097479790809,-60.93316052582867,-54.52967342953244,1.039846,0.006359931603403472,1.0378479999999999,0.00656082083278614,1.044246,0.005673211612475514,1.032156,0.004271385021280087,1.03779,1.03199,1.03838,1.03023,1.0377,1.03572,1.04311,1.03454,1.04899,1.03762,1.05024,1.03545,1.04272,1.04901,1.05007,1.03506,1.05459,1.04269,1.05852,1.04218,0,0
2010-07-28,1.03526,1.03896,1.02982,1.03836,-61.053906723198246,-69.42463147884004,-54.52693945565643,-50.77574047954869,1.038354,0.006392106851420881,1.035718,0.002508230451916702,1.042024,0.004951709805705928,1.0311080000000001,0.004015939491578184,1.03203,1.0349,1.03943,1.0255,1.03779,1.03199,1.03838,1.03023,1.0377,1.03572,1.04311,1.03454,1.04899,1.03762,1.05024,1.03545,1.04272,1.04901,1.05007,1.03506,0,0
2010-07-29,1.03826,1.039,1.03023,1.03551,-69.68503937007902,-76.20066571564466,-59.80374004813935,-53.86785288054687,1.036208,0.0026121772527907994,1.035296,0.002274869226993646,1.039776,0.0019007972011557514,1.0300639999999999,0.0032007545985312286,1.03526,1.03836,1.03896,1.02982,1.03203,1.0349,1.03943,1.0255,1.03779,1.03199,1.03838,1.03023,1.0377,1.03572,1.04311,1.03454,1.04899,1.03762,1.05024,1.03545,0,0
2010-07-30,1.0355,1.03743,1.02633,1.02945,-88.03755299818317,-90.60865430337637,-71.02388446583971,-60.44266030161659,1.0357680000000002,0.0024799737901842886,1.034042,0.0034217495524839223,1.0386400000000002,0.000772625394301979,1.028422,0.0023133676750618456,1.03826,1.03551,1.039,1.03023,1.03526,1.03836,1.03896,1.02982,1.03203,1.0349,1.03943,1.0255,1.03779,1.03199,1.03838,1.03023,1.0377,1.03572,1.04311,1.03454,0,0
2010-08-02,1.02853,1.02942,1.02034,1.02354,-91.61864850707208,-93.223210504024,-81.96630253656753,-66.85472496473918,1.033916,0.003733353720184556,1.032352,0.005887152962164834,1.0368480000000002,0.004221145579095569,1.026444,0.003996689880391504,1.0355,1.02945,1.03743,1.02633,1.03826,1.03551,1.039,1.03023,1.03526,1.03836,1.03896,1.02982,1.03203,1.0349,1.03943,1.0255,1.03779,1.03199,1.03838,1.03023,0,0
2010-08-03,1.02359,1.02723,1.02187,1.02385,-90.80670508119456,-92.56670902160123,-81.39233475282371,-66.51838993164812,1.032228,0.006011952261955309,1.0301420000000001,0.0067083060454878815,1.034408,0.005642328420068699,1.025718,0.004508022848214593,1.02853,1.02354,1.02942,1.02034,1.0355,1.02945,1.03743,1.02633,1.03826,1.03551,1.039,1.03023,1.03526,1.03836,1.03896,1.02982,1.03203,1.0349,1.03943,1.0255,0,0
2010-08-04,1.02399,1.02698,1.01624,1.01803,-95.76631977294238,-96.51208106001567,-92.13169642857152,-72.83280894000218,1.029974,0.006667895470090099,1.026076,0.006642829216526306,1.032012,0.005768316045425383,1.0230020000000002,0.005417838129736683,1.02359,1.02385,1.02723,1.02187,1.02853,1.02354,1.02942,1.02034,1.0355,1.02945,1.03743,1.02633,1.03826,1.03551,1.039,1.03023,1.03526,1.03836,1.03896,1.02982,0,0
2010-08-05,1.01804,1.01864,1.01067,1.01708,-86.6039707419017,-88.73264194058707,-88.73264194058707,-73.86351307366824,1.02593,0.006516060926670463,1.02239,0.005012569201511601,1.02794,0.00671130017209085,1.0190899999999998,0.005931429001516802,1.02399,1.01803,1.02698,1.01624,1.02359,1.02385,1.02723,1.02187,1.02853,1.02354,1.02942,1.02034,1.0355,1.02945,1.03743,1.02633,1.03826,1.03551,1.039,1.03023,0,0
