run_id,adj_takeprofit,WIN/LOSS-Diff_4,WIN/LOSS-Diff_5,overall_precision,BreakEvenRatio,no_of_trades,false_positives,true_positives,early_stopping_triggered,precision,overall_trades,--dataset_name,--class_weight_0,--class_weight_1,--max_features,--n_components,--n_estimators,--random_state,--stop_loss,--take_profit,--threshold,precision_split_1,precision_split_2,precision_split_3,precision_split_4,precision_split_5
HD_ad895514-2477-44a0-a558-813316025b39_595,,6.58,17.11,0.3416666666666667,0.25,"[102, 110, 91, 38, 19]","[71, 74, 55, 26, 11]","[31, 36, 36, 12, 8]",,,360,USDCAD_D1_2010to101124,1,10,sqrt,15,120,8,1,3,0.55,0.30392156862745096,0.32727272727272727,0.3956043956043956,0.3157894736842105,0.42105263157894735
HD_ad895514-2477-44a0-a558-813316025b39_145,,6.52,0.25,0.6117339312406577,0.5,"[824, 730, 551, 368, 203]","[300, 272, 206, 160, 101]","[524, 458, 345, 208, 102]",,,2676,USDCAD_D1_2010to101124,20,1,log2,15,50,42,1,1,0.56,0.6359223300970874,0.6273972602739726,0.6261343012704175,0.5652173913043478,0.5024630541871922
HD_ad895514-2477-44a0-a558-813316025b39_123,,6.48,14.05,0.46855524079320116,0.4,"[629, 496, 316, 213, 111]","[337, 281, 155, 114, 51]","[292, 215, 161, 99, 60]",,,1765,USDCAD_D1_2010to101124,15,15,sqrt,10,50,8,2,1,0.55,0.4642289348171701,0.4334677419354839,0.509493670886076,0.4647887323943662,0.5405405405405406
HD_ad895514-2477-44a0-a558-813316025b39_370,,6.39,10.34,0.5529522024367385,0.5,"[677, 676, 399, 266, 116]","[303, 330, 159, 116, 46]","[374, 346, 240, 150, 70]",,,2134,USDCAD_D1_2010to101124,5,1,log2,15,100,0,3,3,0.6,0.552437223042836,0.5118343195266272,0.6015037593984962,0.5639097744360902,0.603448275862069
HD_ad895514-2477-44a0-a558-813316025b39_649,,6.34,11.36,0.4004424778761062,0.25,"[114, 126, 112, 67, 33]","[66, 71, 67, 46, 21]","[48, 55, 45, 21, 12]",,,452,USDCAD_D1_2010to101124,6,5,sqrt,15,100,8,1,3,0.5,0.42105263157894735,0.4365079365079365,0.4017857142857143,0.31343283582089554,0.36363636363636365
HD_ad895514-2477-44a0-a558-813316025b39_789,,6.34,4.9,0.4594894561598224,0.3333333333333333,"[269, 269, 174, 121, 68]","[146, 143, 83, 73, 42]","[123, 126, 91, 48, 26]",,,901,USDCAD_D1_2010to101124,6,1,log2,10,150,42,1,2,0.56,0.45724907063197023,0.4684014869888476,0.5229885057471264,0.39669421487603307,0.38235294117647056
HD_ad895514-2477-44a0-a558-813316025b39_475,,6.32,0.39,0.44199346405228757,0.42857142857142855,"[417, 430, 181, 122, 74]","[237, 244, 98, 62, 42]","[180, 186, 83, 60, 32]",,,1224,USDCAD_D1_2010to101124,5,5,log2,30,100,26,3,2,0.55,0.4316546762589928,0.4325581395348837,0.4585635359116022,0.4918032786885246,0.43243243243243246
HD_ad895514-2477-44a0-a558-813316025b39_577,,6.32,,0.3132530120481928,0.2,"[15, 16, 20, 19, 13]","[8, 9, 14, 14, 12]","[7, 7, 6, 5, 1]",True,0.07692307692307693,83,USDCAD_D1_2010to101124,5,5,sqrt,15,50,42,1,4,0.6,0.4666666666666667,0.4375,0.3,0.2631578947368421,0.07692307692307693
HD_ad895514-2477-44a0-a558-813316025b39_204,,6.17,0.3,0.44045911047345765,0.3333333333333333,"[402, 390, 292, 200, 110]","[225, 209, 152, 121, 73]","[177, 181, 140, 79, 37]",,,1394,USDCAD_D1_2010to101124,20,1,sqrt,15,250,42,1,2,0.5,0.44029850746268656,0.4641025641025641,0.4794520547945205,0.395,0.33636363636363636
HD_ad895514-2477-44a0-a558-813316025b39_765,,6.06,2.61,0.45013979496738116,0.4,"[718, 665, 394, 254, 115]","[387, 378, 212, 137, 66]","[331, 287, 182, 117, 49]",,,2146,USDCAD_D1_2010to101124,10,1,sqrt,10,50,42,2,3,0.55,0.4610027855153203,0.43157894736842106,0.4619289340101523,0.46062992125984253,0.4260869565217391
HD_ad895514-2477-44a0-a558-813316025b39_334,,6.03,10.06,0.3877551020408163,0.3333333333333333,"[276, 264, 146, 94, 53]","[177, 163, 83, 57, 30]","[99, 101, 63, 37, 23]",,,833,USDCAD_D1_2010to101124,1,6,log2,25,120,0,2,4,0.55,0.358695652173913,0.38257575757575757,0.4315068493150685,0.39361702127659576,0.4339622641509434
HD_ad895514-2477-44a0-a558-813316025b39_265,,5.98,4.42,0.45220282626766417,0.42857142857142855,"[434, 402, 183, 129, 55]","[247, 229, 88, 66, 29]","[187, 173, 95, 63, 26]",,,1203,USDCAD_D1_2010to101124,20,15,log2,30,100,42,3,1,0.56,0.4308755760368664,0.43034825870646765,0.5191256830601093,0.4883720930232558,0.4727272727272727
HD_ad895514-2477-44a0-a558-813316025b39_671,,5.95,,0.38961038961038963,0.25,"[55, 59, 58, 42, 17]","[33, 30, 35, 29, 14]","[22, 29, 23, 13, 3]",True,0.17647058823529413,231,USDCAD_D1_2010to101124,6,5,log2,15,200,8,1,3,0.55,0.4,0.4915254237288136,0.39655172413793105,0.30952380952380953,0.17647058823529413
HD_ad895514-2477-44a0-a558-813316025b39_403,,5.92,,0.467687074829932,0.42857142857142855,"[586, 546, 326, 205, 101]","[309, 299, 162, 105, 64]","[277, 247, 164, 100, 37]",True,0.36633663366336633,1764,USDCAD_D1_2010to101124,10,1,log2,20,150,0,3,2,0.55,0.4726962457337884,0.4523809523809524,0.5030674846625767,0.4878048780487805,0.36633663366336633
HD_ad895514-2477-44a0-a558-813316025b39_615,,5.81,,0.3197969543147208,0.2,"[55, 59, 34, 31, 18]","[30, 38, 26, 23, 17]","[25, 21, 8, 8, 1]",True,0.05555555555555555,197,USDCAD_D1_2010to101124,10,6,sqrt,10,50,0,1,4,0.56,0.45454545454545453,0.3559322033898305,0.23529411764705882,0.25806451612903225,0.05555555555555555
HD_ad895514-2477-44a0-a558-813316025b39_723,,5.79,,0.45759087669280113,0.42857142857142855,"[482, 419, 268, 148, 86]","[261, 237, 137, 76, 50]","[221, 182, 131, 72, 36]",True,0.4186046511627907,1403,USDCAD_D1_2010to101124,6,6,sqrt,20,100,0,3,1,0.55,0.45850622406639,0.4343675417661098,0.48880597014925375,0.4864864864864865,0.4186046511627907
HD_ad895514-2477-44a0-a558-813316025b39_169,,5.75,14.43,0.4776902887139108,0.4,"[587, 446, 259, 153, 79]","[302, 243, 132, 83, 36]","[285, 203, 127, 70, 43]",,,1524,USDCAD_D1_2010to101124,1,6,log2,10,120,26,2,1,0.56,0.4855195911413969,0.4551569506726457,0.49034749034749037,0.45751633986928103,0.5443037974683544
